Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
United States Post Office-Haverstraw,Rockland,11/17/1988,90NR02412,-73.96076527,41.19626045,POINT (-73.96076527 41.19626045)
Halsey Valley Grand Army of the Republic Meeting Hall,Tioga,1/23/2003,02NR04941,-76.44052698,42.14118066,POINT (-76.44052698 42.14118066)
Callicoon National Bank,Sullivan,2/18/1994,94NR00533,-75.05857901,41.76636877,POINT (-75.05857901 41.76636877)
Minisink Battlefield,Sullivan,9/16/1993,93NR00465,-74.97092763,41.4883086,POINT (-74.97092763 41.4883086)
Oran Community Church,Onondaga,1/24/2002,01NR01825,-75.93525297,42.97901462,POINT (-75.93525297 42.97901462)
New York Shakespeare Festival Public Theater (Astor Library),New York,12/2/1970,90NR00922,-73.99175667,40.72897137,POINT (-73.99175667 40.72897137)
Madison Barracks,Jefferson,11/21/1974,90NR01189,-76.10936161,43.95249098,POINT (-76.10936161 43.95249098)
Congregation B'Nai Israel,Monroe,11/9/2015,15NR00076,-77.60718295,43.1771761,POINT (-77.60718295 43.1771761)
Sugar Hill Historic District,New York,4/11/2002,01NR01879,-73.94275421,40.82729007,POINT (-73.94275421 40.82729007)
"Landon, Samuel, House (Thomas Moore House)",Suffolk,4/20/2005,04NR05394,-72.4230935,41.06606544,POINT (-72.4230935 41.06606544)
Bikur Cholim B'nai Israel Synagogue,Sullivan,1/15/1999,99NR01448,-74.79908222,41.71512037,POINT (-74.79908222 41.71512037)
Clifton Springs Sanitarium,Ontario,4/6/1979,90NR02007,-77.13687063,42.961159,POINT (-77.13687063 42.961159)
Federal Hall National Memorial,New York,10/15/1966,90NR00869,-74.01026903,40.70732705,POINT (-74.01026903 40.70732705)
The Little Stone House,Oswego,3/23/2010,09NR05975,-76.22582921,43.45973536,POINT (-76.22582921 43.45973536)
City Hospital,New York,3/16/1972,90NR00628,-73.9586349,40.75313532,POINT (-73.9586349 40.75313532)
Reformed Church of Shawangunk Complex,Ulster,6/3/1982,90NR01083,-74.21392483,41.65387626,POINT (-74.21392483 41.65387626)
Sipperly-Lown Farmhouse,Dutchess,7/9/1987,90NR00350,-73.88493879,41.96608461,POINT (-73.88493879 41.96608461)
Home of Franklin D. Roosevelt National Historic Site,Dutchess,10/15/1966,90NR00306,-73.93789858,41.76694471,POINT (-73.93789858 41.76694471)
Ward's Point Conservation Area,Richmond,9/29/1982,90NR01035,-74.25191173,40.50126894,POINT (-74.25191173 40.50126894)
Public School 39,Kings,4/17/1980,90NR01272,-73.9829124,40.66865356,POINT (-73.9829124 40.66865356)
"Hartford, John A., House",Westchester,12/27/1977,90NR02443,-73.78988414,41.06897562,POINT (-73.78988414 41.06897562)
Fulton Ferry District,Kings,6/28/1974,90NR01288,-73.99290332,40.70364864,POINT (-73.99290332 40.70364864)
"Van Loon, Albertus, House",Greene,11/28/1980,90NR00558,-73.80499253,42.26697847,POINT (-73.80499253 42.26697847)
Oakwood Cemetery,Niagara,9/10/2014,14NR06558,-79.04739059,43.0969819,POINT (-79.04739059 43.0969819)
Johnson City Square Deal Arch,Broome,2/16/2001,01NR01745,-75.94556443,42.11142243,POINT (-75.94556443 42.11142243)
Royal Johnson House,Cortland,12/11/2009,09NR05995,-76.09932675,42.44199721,POINT (-76.09932675 42.44199721)
Overackers Corners School,Yates,8/24/1994,94NR00688,-77.27989749,42.73930004,POINT (-77.27989749 42.73930004)
Columbus Monument,New York,11/20/2018,18NR00019,-73.9818942,40.76807621,POINT (-73.9818942 40.76807621)
Bennett Family Residence,Sullivan,12/28/2001,01NR01844,-74.68252369,41.6554595,POINT (-74.68252369 41.6554595)
Washington's Headquarters,Orange,1/20/1961,90NR02315,-74.00948958,41.49766953,POINT (-74.00948958 41.49766953)
Avon Inn,Livingston,4/16/1991,90NR03024,-77.74324839,42.9106908,POINT (-77.74324839 42.9106908)
"Duke, James B., Mansion",New York,11/10/1977,90NR00907,-73.96371817,40.77633388,POINT (-73.96371817 40.77633388)
"Hilton Avenue, Building at 43",Nassau,11/14/1978,91NR00226,-73.63706003,40.72212298,POINT (-73.63706003 40.72212298)
Ward House,Onondaga,2/14/1997,96NR01110,-76.12837145,43.03290856,POINT (-76.12837145 43.03290856)
Weston Schoolhouse,Schuyler,10/8/1998,98NR01326,-77.0768505,42.42200628,POINT (-77.0768505 42.42200628)
"Bay Avenue, House at 200",Suffolk,9/26/1985,90NR01903,-73.42038194,40.9012535,POINT (-73.42038194 40.9012535)
Antwerp Village Historic District,Jefferson,4/19/2001,96NR01102,-75.60881459,44.19800656,POINT (-75.60881459 44.19800656)
Hawes Homestead,Schenectady,10/11/1984,90NR02627,-74.21017428,42.79322914,POINT (-74.21017428 42.79322914)
Easton Friends North Meetinghouse,Washington,10/5/2005,99NR01498,-73.53439292,43.0567777,POINT (-73.53439292 43.0567777)
Tomhannock Methodist Episcopal Church,Rensselaer,5/27/2014,14NR06537,-73.54778122,42.86955592,POINT (-73.54778122 42.86955592)
Williamsburgh Savings Bank,Kings,4/9/1980,90NR01267,-73.96266291,40.71031374,POINT (-73.96266291 40.71031374)
St. John's Episcopal Church,Tompkins,11/22/2000,00NR01683,-76.25409802,42.30273247,POINT (-76.25409802 42.30273247)
Richmond Hill,Columbia,7/6/1988,90NR00237,-73.81696101,42.12899138,POINT (-73.81696101 42.12899138)
Zuidema-Idsardi House,Erie,11/30/1999,99NR01541,-78.66318954,42.89880023,POINT (-78.66318954 42.89880023)
Sanderson Residence,Onondaga,2/14/1997,96NR01128,-76.11239384,43.04326005,POINT (-76.11239384 43.04326005)
Delamater-Bevin Mansion,Suffolk,9/26/1985,90NR01899,-73.37885062,40.9365089,POINT (-73.37885062 40.9365089)
Broadway Historic District,Erie,2/17/2015,15NR00026,-78.66374415,42.89859298,POINT (-78.66374415 42.89859298)
South Presbyterian Church,Onondaga,3/27/2017,16NR00130,-76.14596593,43.02562594,POINT (-76.14596593 43.02562594)
New York Yacht Club,New York,10/29/1982,90NR00897,-73.98157609,40.75572652,POINT (-73.98157609 40.75572652)
Biltmore Theater,New York,10/27/2004,04NR05239,-73.98674065,40.76037898,POINT (-73.98674065 40.76037898)
East Hill Historic District,Erie,8/5/2015,15NR00031,-78.65853879,42.50890558,POINT (-78.65853879 42.50890558)
Students' Hall,New York,11/15/2003,03NR05122,-73.96383426,40.80910271,POINT (-73.96383426 40.80910271)
Donnelly House,Columbia,8/2/2000,00NR01582,-73.43343048,42.44705244,POINT (-73.43343048 42.44705244)
Holy Cross Monastery,Ulster,2/24/1995,94NR00714,-73.95689152,41.80260398,POINT (-73.95689152 41.80260398)
Halcyon Place Historic District,Westchester,1/11/1991,91NR03354,-73.8962221,40.94497588,POINT (-73.8962221 40.94497588)
Ormsby--Laughlin Textile Companies Mill,Saratoga,3/20/1986,90NR02614,-73.68358354,42.78842013,POINT (-73.68358354 42.78842013)
Gould Mansion Complex,Lewis,4/19/1978,90NR01197,-75.36016345,43.61721881,POINT (-75.36016345 43.61721881)
Poughkeepsie Almshouse and City Infirmary,Dutchess,12/4/1978,90NR00432,-73.91220495,41.70103909,POINT (-73.91220495 41.70103909)
Salmon-Nusbaum Building,Monroe,,04NR05338,-77.6074256,43.16025082,POINT (-77.6074256 43.16025082)
Nelson Methodist Episcopal Church,Madison,4/17/2017,07NR05754,-75.77484962,42.91737291,POINT (-75.77484962 42.91737291)
Flushing Town Hall,Queens,3/16/1972,90NR01566,-73.83001381,40.7639075,POINT (-73.83001381 40.7639075)
Guilford Dudley Memorial,Dutchess,,90NR00561,-73.91504351,41.71178211,POINT (-73.91504351 41.71178211)
West Point Foundry,Putnam,4/11/1973,90NR02387,-73.9497298,41.41448922,POINT (-73.9497298 41.41448922)
Entranceway at Main Street at Lafayette Boulevard,Erie,7/23/2009,08NR05870,-78.76093768,42.95999431,POINT (-78.76093768 42.95999431)
Armour-Stiner House,Westchester,12/18/1975,90NR02537,-73.87023861,41.03069347,POINT (-73.87023861 41.03069347)
Cobble Hill Historic District,Kings,6/11/1976,90NR01286,-73.99646927,40.68724674,POINT (-73.99646927 40.68724674)
"Langmuir, Irving, House",Schenectady,1/7/1976,90NR02657,-73.91953556,42.81514323,POINT (-73.91953556 42.81514323)
Montgomery County Poor Farm,Montgomery,8/5/1982,90NR01534,-74.4903982,42.90101087,POINT (-74.4903982 42.90101087)
"Edwards, John B. and Lydia, House",Oswego,12/4/2001,01NR01867,-76.50403407,43.45460894,POINT (-76.50403407 43.45460894)
The Miller Block,Chemung,6/26/2017,15NR00132,-76.80528323,42.08252082,POINT (-76.80528323 42.08252082)
"Verdi, Giuseppe, Monument",New York,10/4/1990,90NR03040,-73.98149364,40.77919165,POINT (-73.98149364 40.77919165)
Riviera Theatre,Niagara,3/20/1980,90NR01970,-78.87690221,43.02360543,POINT (-78.87690221 43.02360543)
"Hoornbeck, Jacob, Stone House",Ulster,2/21/1997,96NR01075,-74.29224646,41.79727014,POINT (-74.29224646 41.79727014)
Felt Cobblestone General Store,Ontario,5/22/1992,92NR00339,-77.38130388,42.97477873,POINT (-77.38130388 42.97477873)
"Riverdale, Spuyten Duyvil, Kingsbridge Memorial Bell Tower",Bronx,1/3/2012,11NR06255,-73.90838356,40.88926543,POINT (-73.90838356 40.88926543)
Broadway-Livingston Avenue Historic District,Albany,1/7/1988,89NR00008,-73.74768349,42.65820036,POINT (-73.74768349 42.65820036)
Letchworth State Park,Livingston,11/4/2005,00NR01660,-77.9757205,42.64598364,POINT (-77.9757205 42.64598364)
Buffalo Milk Company Building,Erie,12/13/2016,16NR00091,-78.89731553,42.90759843,POINT (-78.89731553 42.90759843)
Wappingers Falls Historic District,Dutchess,9/29/1984,90NR00446,-73.92143576,41.59789675,POINT (-73.92143576 41.59789675)
Bedford Road Historic District,Westchester,11/21/1985,90NR02453,-73.71219278,41.12530187,POINT (-73.71219278 41.12530187)
Mary Louise Booth Girlhood House,Suffolk,1/27/2015,14NR06601,-72.91571414,40.83655754,POINT (-72.91571414 40.83655754)
